"","word","polarity","n"
"85238","책덮고",NA,1
"85239","책동",NA,1
"85240","책상",NA,1
"85241","책에나온",NA,1
"85242","책에씌여진",NA,1
"85243","책읽어",NA,1
"85244","책임갑",NA,1
"85245","책임경영",NA,1
"85246","책임과신뢰뿌리내린",NA,1
"85247","책임과신뢰저절로생긴",NA,1
"85248","책임입니",NA,1
"85249","책임자",NA,1
"85250","책임전",NA,1
"85251","책임질거",NA,1
"85252","책임질게요",NA,1
"85253","책임통감",NA,1
"85254","책한권",NA,1
"85255","챈것같",NA,1
"85256","챌린",NA,1
"85257","챔피언들이",NA,1
"85258","챔피언들쪽으",NA,1
"85259","챗으로",NA,1
"85260","챘을거",NA,1
"85261","챙겨보시",NA,1
"85262","챙겨왔씀",NA,1
"85263","챙겨주",NA,1
"85264","챙겼",NA,1
"85265","챙겼습니",NA,1
"85266","챙겼어면",NA,1
"85267","챙기기위해",NA,1
"85268","챙기는동안",NA,1
"85269","챙긴넘이",NA,1
"85270","챙길거",NA,1
"85271","챙길게",NA,1
"85272","챙길게아니고",NA,1
"85273","챙피한안티",NA,1
"85274","챠아아아",NA,1
"85275","챠암",NA,1
"85276","챠트가중",NA,1
"85277","챠트를보라",NA,1
"85278","챠트만보",NA,1
"85279","챠트및",NA,1
"85280","챠트봉께요",NA,1
"85281","챠트분석",NA,1
"85282","챠트분석했",NA,1
"85283","챠트쟁이들은",NA,1
"85284","챠트정",NA,1
"85285","챠트지표",NA,1
"85286","챠트카",NA,1
"85287","챤스였",NA,1
"85288","챤쓰",NA,1
"85289","처가지도않은것들",NA,1
"85290","처가쪽",NA,1
"85291","처갓집",NA,1
"85292","처갓집통",NA,1
"85293","처나가",NA,1
"85294","처낚",NA,1
"85295","처남또팔았",NA,1
"85296","처남새키는",NA,1
"85297","처남이팔았당",NA,1
"85298","처내리기만하네",NA,1
"85299","처냅시",NA,1
"85300","처넌만",NA,1
"85301","처넌씩",NA,1
"85302","처넌에",NA,1
"85303","처넌일때",NA,1
"85304","처넌쯤",NA,1
"85305","처넌차이",NA,1
"85306","처넘길려구이빠이올려났",NA,1
"85307","처녀",NA,1
"85308","처녀막뚫듯",NA,1
"85309","처놓",NA,1
"85310","처누루",NA,1
"85311","처다도보기싫",NA,1
"85312","처다보고있지말고아",NA,1
"85313","처다보지도마",NA,1
"85314","처다본다",NA,1
"85315","처단해잤",NA,1
"85316","처단효",NA,1
"85317","처돌앗",NA,1
"85318","처떨어지",NA,1
"85319","처라리",NA,1
"85320","처량합니",NA,1
"85321","처럼되겟구",NA,1
"85322","처럼만",NA,1
"85323","처럼말하",NA,1
"85324","처럼하고",NA,1
"85325","처리기관",NA,1
"85326","처리다",NA,1
"85327","처리완료한",NA,1
"85328","처리한",NA,1
"85329","처리합",NA,1
"85330","처리해",NA,1
"85331","처막",NA,1
"85332","처망하는",NA,1
"85333","처맞고도",NA,1
"85334","처맞기",NA,1
"85335","처맞는다했자",NA,1
"85336","처맞던",NA,1
"85337","처맞아",NA,1
"85338","처맞아야",NA,1
"85339","처맞으",NA,1
"85340","처맞은",NA,1
"85341","처맞을",NA,1
"85342","처맞을꺼",NA,1
"85343","처먹긴",NA,1
"85344","처먹는거",NA,1
"85345","처먹었",NA,1
"85346","처무줄랑",NA,1
"85347","처묵",NA,1
"85348","처묵사람",NA,1
"85349","처묵어라",NA,1
"85350","처묵으러",NA,1
"85351","처묵처묵",NA,1
"85352","처묵하더니",NA,1
"85353","처물러",NA,1
"85354","처물려",NA,1
"85355","처물렷네",NA,1
"85356","처물렸거나",NA,1
"85357","처물렸겠",NA,1
"85358","처물렸네",NA,1
"85359","처물리겠네",NA,1
"85360","처물리는",NA,1
"85361","처물리는건",NA,1
"85362","처물리지",NA,1
"85363","처물린넘",NA,1
"85364","처물린놈",NA,1
"85365","처물린놈들",NA,1
"85366","처물릴라고",NA,1
"85367","처물릿",NA,1
"85368","처물었다고",NA,1
"85369","처믿",NA,1
"85370","처바고",NA,1
"85371","처박는구",NA,1
"85372","처박으람",NA,1
"85373","처박을거",NA,1
"85374","처박을라",NA,1
"85375","처박히다",NA,1
"85376","처밖으려",NA,1
"85377","처받은",NA,1
"85378","처받을",NA,1
"85379","처발라보",NA,1
"85380","처발리",NA,1
"85381","처방",NA,1
"85382","처벌강",NA,1
"85383","처벌강화",NA,1
"85384","처벌규정",NA,1
"85385","처벌다",NA,1
"85386","처벌수위",NA,1
"85387","처벌해",NA,1
"85388","처보고있고",NA,1
"85389","처부수",NA,1
"85390","처분공",NA,1
"85391","처분금액",NA,1
"85392","처분내역",NA,1
"85393","처분하는구",NA,1
"85394","처분하세",NA,1
"85395","처분한",NA,1
"85396","처분한단",NA,1
"85397","처분합니",NA,1
"85398","처분해야겠",NA,1
"85399","처분혔냐",NA,1
"85400","처빠질려면",NA,1
"85401","처산",NA,1
"85402","처삿",NA,1
"85403","처야겠",NA,1
"85404","처오르",NA,1
"85405","처오르고",NA,1
"85406","처오르는거보니",NA,1
"85407","처오른거",NA,1
"85408","처올라",NA,1
"85409","처올라가",NA,1
"85410","처올랐는",NA,1
"85411","처올려",NA,1
"85412","처울다",NA,1
"85413","처웃는",NA,1
"85414","처음글",NA,1
"85415","처음듣다",NA,1
"85416","처음본다",NA,1
"85417","처음봐",NA,1
"85418","처음봤",NA,1
"85419","처음봤다",NA,1
"85420","처음시작",NA,1
"85421","처음알았",NA,1
"85422","처음와보는데",NA,1
"85423","처음와봤",NA,1
"85424","처음으",NA,1
"85425","처음인거",NA,1
"85426","처음처",NA,1
"85427","처음타",NA,1
"85428","처음하",NA,1
"85429","처음하냐",NA,1
"85430","처음하는",NA,1
"85431","처음할때만",NA,1
"85432","처음해보는",NA,1
"85433","처잠이나",NA,1
"85434","처절하게",NA,1
"85435","처절한",NA,1
"85436","처절해서",NA,1
"85437","처주",NA,1
"85438","처줍",NA,1
"85439","처지우",NA,1
"85440","처참하구",NA,1
"85441","처참한",NA,1
"85442","처치",NA,1
"85443","처파네",NA,1
"85444","처파는데도",NA,1
"85445","처팔고",NA,1
"85446","처팔땐",NA,1
"85447","처팔으란",NA,1
"85448","처할꺼",NA,1
"85449","척결하자",NA,1
"85450","척결합",NA,1
"85451","척살단",NA,1
"85452","척살재단",NA,1
"85453","척졌냐",NA,1
"85454","척지",NA,1
"85455","척지면",NA,1
"85456","천가려면",NA,1
"85457","천갑니다",NA,1
"85458","천개산",NA,1
"85459","천국이구",NA,1
"85460","천궁",NA,1
"85461","천기누",NA,1
"85462","천기누설다",NA,1
"85463","천기누설보고",NA,1
"85464","천기누설한",NA,1
"85465","천깨",NA,1
"85466","천깨지는",NA,1
"85467","천깨지면",NA,1
"85468","천깨집",NA,1
"85469","천깨집니",NA,1
"85470","천날아갔",NA,1
"85471","천냥",NA,1
"85472","천넣어서",NA,1
"85473","천넣었다",NA,1
"85474","천년만년가는주",NA,1
"85475","천단",NA,1
"85476","천단타띠기",NA,1
"85477","천당",NA,1
"85478","천당가려고하",NA,1
"85479","천도깨졌",NA,1
"85480","천도안되",NA,1
"85481","천됐",NA,1
"85482","천둥번개",NA,1
"85483","천들어오는데",NA,1
"85484","천때손절했었는",NA,1
"85485","천띠기",NA,1
"85486","천마",NA,1
"85487","천마넌",NA,1
"85488","천마넌삿던",NA,1
"85489","천마이너스인",NA,1
"85490","천만개미",NA,1
"85491","천만다행",NA,1
"85492","천만동학개미들",NA,1
"85493","천만리를가고",NA,1
"85494","천만보유중",NA,1
"85495","천만시",NA,1
"85496","천만원가지",NA,1
"85497","천만원갈지",NA,1
"85498","천만원넘게",NA,1
"85499","천만원대",NA,1
"85500","천만원되는기",NA,1
"85501","천만원물렸",NA,1
"85502","천만원사",NA,1
"85503","천만원수익안겨",NA,1
"85504","천만이상거래작은양봉이어도담주",NA,1
"85505","천만인구",NA,1
"85506","천만주가넘",NA,1
"85507","천만주예",NA,1
"85508","천만털리고",NA,1
"85509","천만표",NA,1
"85510","천망",NA,1
"85511","천매",NA,1
"85512","천명돌",NA,1
"85513","천명동",NA,1
"85514","천명햇다",NA,1
"85515","천무너지고",NA,1
"85516","천민자본가",NA,1
"85517","천민지역",NA,1
"85518","천박구",NA,1
"85519","천박았는데",NA,1
"85520","천방지축",NA,1
"85521","천버니까",NA,1
"85522","천벌게해준",NA,1
"85523","천벌길래",NA,1
"85524","천벌받을거",NA,1
"85525","천벌엇다",NA,1
"85526","천벌었네",NA,1
"85527","천불",NA,1
"85528","천사",1,1
"85529","천사님",NA,1
"85530","천상천하",NA,1
"85531","천선",NA,1
"85532","천손",NA,1
"85533","천손절",NA,1
"85534","천수",NA,1
"85535","천수답",NA,1
"85536","천수답다",NA,1
"85537","천슬라는",NA,1
"85538","천안문을",NA,1
"85539","천안용곡동아이파크",NA,1
"85540","천억넘게",NA,1
"85541","천억넘게사",NA,1
"85542","천억도아니",NA,1
"85543","천억도안되는",NA,1
"85544","천억때문",NA,1
"85545","천억매",NA,1
"85546","천억매수",NA,1
"85547","천억버는",NA,1
"85548","천억버는기업이",NA,1
"85549","천억버는데",NA,1
"85550","천억블럭딜",NA,1
"85551","천억소",NA,1
"85552","천억소각",NA,1
"85553","천억예",NA,1
"85554","천억장난하냐",NA,1
"85555","천억적",NA,1
"85556","천억적자",NA,1
"85557","천억정",NA,1
"85558","천억정도가",NA,1
"85559","천억짜리맞",NA,1
"85560","천억치",NA,1
"85561","천억탈",NA,1
"85562","천억투",NA,1
"85563","천언",NA,1
"85564","천언에",NA,1
"85565","천여",NA,1
"85566","천연가스",NA,1
"85567","천연두",NA,1
"85568","천오",NA,1
"85569","천오백만주",NA,1
"85570","천오백주",NA,1
"85571","천온",NA,1
"85572","천운",NA,1
"85573","천원가즈",NA,1
"85574","천원까지좀",NA,1
"85575","천원까진",NA,1
"85576","천원깨지면",NA,1
"85577","천원내",NA,1
"85578","천원넘게오르는데",NA,1
"85579","천원단위",NA,1
"85580","천원때먹",NA,1
"85581","천원떨어지는",NA,1
"85582","천원만더오르면되네",NA,1
"85583","천원먹",NA,1
"85584","천원받아",NA,1
"85585","천원벽",NA,1
"85586","천원본",NA,1
"85587","천원부",NA,1
"85588","천원빠진",NA,1
"85589","천원뺀다",NA,1
"85590","천원뺄거",NA,1
"85591","천원사이",NA,1
"85592","천원상승",NA,1
"85593","천원선",NA,1
"85594","천원선만뚫리면",NA,1
"85595","천원씩떨어지네",NA,1
"85596","천원씩빠진",NA,1
"85597","천원에물려서",NA,1
"85598","천원에물린사람입니",NA,1
"85599","천원에사서",NA,1
"85600","천원에증자할때",NA,1
"85601","천원에파",NA,1
"85602","천원오",NA,1
"85603","천원오르고",NA,1
"85604","천원오르길",NA,1
"85605","천원올",NA,1
"85606","천원올려주니",NA,1
"85607","천원이서",NA,1
"85608","천원이였",NA,1
"85609","천원인데요",NA,1
"85610","천원인디",NA,1
"85611","천원주",NA,1
"85612","천원짜",NA,1
"85613","천원짜리주식이",NA,1
"85614","천원차",NA,1
"85615","천원해도",NA,1
"85616","천원후반",NA,1
"85617","천육백",NA,1
"85618","천이끈다",NA,1
"85619","천일",NA,1
"85620","천장뚫고",NA,1
"85621","천장뚫더",NA,1
"85622","천장뚫을",NA,1
"85623","천장이",NA,1
"85624","천장이안보이",NA,1
"85625","천장이없",NA,1
"85626","천재경영",NA,1
"85627","천재들",NA,1
"85628","천적",NA,1
"85629","천조국이었으",NA,1
"85630","천조원",NA,1
"85631","천주가지",NA,1
"85632","천주매도완",NA,1
"85633","천주산사람누",NA,1
"85634","천주이상손해율천만",NA,1
"85635","천주칠년",NA,1
"85636","천주칠년차",NA,1
"85637","천지개벽",NA,1
"85638","천지구",NA,1
"85639","천지라",NA,1
"85640","천지라다",NA,1
"85641","천지삐까리",NA,1
"85642","천지일보",NA,1
"85643","천질렀는",NA,1
"85644","천찍고",NA,1
"85645","천천하",NA,1
"85646","천천희",NA,1
"85647","천천히가는게",NA,1
"85648","천천히가도",NA,1
"85649","천천히가보자",NA,1
"85650","천천히갑시",NA,1
"85651","천천히기다려라",NA,1
"85652","천천히야금야금",NA,1
"85653","천천히올",NA,1
"85654","천천히올라가",NA,1
"85655","천천히점가",NA,1
"85656","천천히해",NA,1
"85657","천추의한이",NA,1
"85658","천출",NA,1
"85659","천칠",NA,1
"85660","천티들",NA,1
"85661","천평단인",NA,1
"85662","천포인",NA,1
"85663","천하무",NA,1
"85664","천하무적",NA,1
"85665","천하의단타장이열리겠",NA,1
"85666","천하의명당",NA,1
"85667","천하장",NA,1
"85668","천하장사",NA,1
"85669","천하제일단타대",NA,1
"85670","천하제일단타대회",NA,1
"85671","천하제일보합",NA,1
"85672","천한",-1,1
"85673","천한넘이",NA,1
"85674","천호지구대장",NA,1
"85675","천호찌",NA,1
"85676","철강주가",NA,1
"85677","철구방송이나보",NA,1
"85678","철군",NA,1
"85679","철군안했어",NA,1
"85680","철도",NA,1
"85681","철들다",NA,1
"85682","철들었",NA,1
"85683","철렁들",NA,1
"85684","철밥",NA,1
"85685","철새들",NA,1
"85686","철수다",NA,1
"85687","철수시작",NA,1
"85688","철수안",NA,1
"85689","철수않",NA,1
"85690","철수않함",NA,1
"85691","철수한",NA,1
"85692","철수해도",NA,1
"85693","철옹벽",NA,1
"85694","철옹성이구",NA,1
"85695","철저하게배신",NA,1
"85696","철저히해",NA,1
"85697","철조방",NA,1
"85698","철철넘치",NA,1
"85699","철통",NA,1
"85700","철통방어",NA,1
"85701","철퇴구",NA,1
"85702","철퇴맞은",NA,1
"85703","철퇴맞을날",NA,1
"85704","철퇴맞을준비해",NA,1
"85705","철학적",NA,1
"85706","철회되야합니",NA,1
"85707","철회운동",NA,1
"85708","철회후",NA,1
"85709","첨단기업",NA,1
"85710","첨단무기",NA,1
"85711","첨단소재",NA,1
"85712","첨보내",NA,1
"85713","첨봤",NA,1
"85714","첨봤는데",NA,1
"85715","첨부",NA,1
"85716","첨뷰텨",NA,1
"85717","첨사자마",NA,1
"85718","첨시작하는",NA,1
"85719","첨엔수익줍니",NA,1
"85720","첨으로글쓴",NA,1
"85721","첨으로입",NA,1
"85722","첨으루샀는",NA,1
"85723","첨이구요",NA,1
"85724","첨저런인간이어떻게경지사까",NA,1
"85725","첨점에서",NA,1
"85726","첨해보는",NA,1
"85727","첩첩산중",NA,1
"85728","첫거래일",NA,1
"85729","첫걸",NA,1
"85730","첫글",NA,1
"85731","첫글인",NA,1
"85732","첫긋발이개끗발이",NA,1
"85733","첫끗발",NA,1
"85734","첫끗발이뭐",NA,1
"85735","첫끝발이",NA,1
"85736","첫날만",NA,1
"85737","첫날부터말하자나",NA,1
"85738","첫눈온다면",NA,1
"85739","첫뉴스",NA,1
"85740","첫돌파",NA,1
"85741","첫매수",NA,1
"85742","첫매수인",NA,1
"85743","첫방송",NA,1
"85744","첫사랑",NA,1
"85745","첫사상자발",NA,1
"85746","첫손님",NA,1
"85747","첫수익을",NA,1
"85748","첫숟가락에",NA,1
"85749","첫월",NA,1
"85750","첫익절했습니",NA,1
"85751","첫입",NA,1
"85752","첫주시작은",NA,1
"85753","첫주식으",NA,1
"85754","첫주식이에",NA,1
"85755","첫주식투",NA,1
"85756","첫줄부터",NA,1
"85757","첫째주",NA,1
"85758","첫차",NA,1
"85759","첫타",NA,1
"85760","첫하락에",NA,1
"85761","첫호가에",NA,1
"85762","첫화면",NA,1
"85763","청개구리모드",NA,1
"85764","청개구리주식",NA,1
"85765","청개구리투자클럽",NA,1
"85766","청계광장",NA,1
"85767","청구서",NA,1
"85768","청국장",NA,1
"85769","청국장비빔",NA,1
"85770","청기와",NA,1
"85771","청년들이한거라곤",NA,1
"85772","청년이",NA,1
"85773","청년일자리",NA,1
"85774","청년주",NA,1
"85775","청년주주님들",NA,1
"85776","청년층",NA,1
"85777","청담동주식부",NA,1
"85778","청동상의",NA,1
"85779","청라",NA,1
"85780","청략",NA,1
"85781","청량리",NA,1
"85782","청렴",NA,1
"85783","청룡",NA,1
"85784","청룡열",NA,1
"85785","청룡열차",NA,1
"85786","청문",NA,1
"85787","청문회때",NA,1
"85788","청문후",NA,1
"85789","청사진",NA,1
"85790","청산가치",NA,1
"85791","청산시키",NA,1
"85792","청산압",NA,1
"85793","청산압력",NA,1
"85794","청산처분",NA,1
"85795","청산한",NA,1
"85796","청소",NA,1
"85797","청소기",NA,1
"85798","청소년들이",NA,1
"85799","청소년복지상담학과",NA,1
"85800","청소년행동",NA,1
"85801","청소대청소시",NA,1
"85802","청신호",NA,1
"85803","청약경쟁율",NA,1
"85804","청약공모주",NA,1
"85805","청약들",NA,1
"85806","청약받아",NA,1
"85807","청약받을수",NA,1
"85808","청약방법",NA,1
"85809","청약비율",NA,1
"85810","청약시작",NA,1
"85811","청약시즌",NA,1
"85812","청약신청",NA,1
"85813","청약신청하세",NA,1
"85814","청약안되서",NA,1
"85815","청약예치금",NA,1
"85816","청약오류",NA,1
"85817","청약일",NA,1
"85818","청약일정",NA,1
"85819","청약자",NA,1
"85820","청약자금",NA,1
"85821","청약주수",NA,1
"85822","청약증거",NA,1
"85823","청약취",NA,1
"85824","청약탈락",NA,1
"85825","청약포기",NA,1
"85826","청약하",NA,1
"85827","청약하려면",NA,1
"85828","청약하시",NA,1
"85829","청약하신",NA,1
"85830","청약한사람",NA,1
"85831","청약할",NA,1
"85832","청약할라고",NA,1
"85833","청약해",NA,1
"85834","청약했",NA,1
"85835","청약환불금",NA,1
"85836","청와대가",NA,1
"85837","청와대가서",NA,1
"85838","청와대나",NA,1
"85839","청와대위선쇼",NA,1
"85840","청와대이너서클",NA,1
"85841","청와대청",NA,1
"85842","청와대청원조작의혹",NA,1
"85843","청와애",NA,1
"85844","청원갑시",NA,1
"85845","청원곧",NA,1
"85846","청원내용",NA,1
"85847","청원넣",NA,1
"85848","청원넣으",NA,1
"85849","청원다",NA,1
"85850","청원동",NA,1
"85851","청원동의다",NA,1
"85852","청원동참",NA,1
"85853","청원동참다",NA,1
"85854","청원동참요청",NA,1
"85855","청원드",NA,1
"85856","청원드립니",NA,1
"85857","청원떳",NA,1
"85858","청원마감",NA,1
"85859","청원부탁합니",NA,1
"85860","청원올릴거",NA,1
"85861","청원올립니",NA,1
"85862","청원운동",NA,1
"85863","청원인원",NA,1
"85864","청원좀",NA,1
"85865","청원중입니",NA,1
"85866","청원진행중",NA,1
"85867","청원한번씩넣",NA,1
"85868","청원해서",NA,1
"85869","청원호소",NA,1
"85870","청정구역이었",NA,1
"85871","청정지역",NA,1
"85872","청주",NA,1
"85873","청하다",NA,1
"85874","청해부대요원",NA,1
"85875","청화대들어가",NA,1
"85876","체강",NA,1
"85877","체결강도보소",NA,1
"85878","체결강도장난아니",NA,1
"85879","체결강도좀",NA,1
"85880","체결내역",NA,1
"85881","체결돼뿟",NA,1
"85882","체결되",NA,1
"85883","체결되는거",NA,1
"85884","체결되는걸",NA,1
"85885","체결되서",NA,1
"85886","체결되쓸것",NA,1
"85887","체결되었",NA,1
"85888","체결될까봐",NA,1
"85889","체결될꺼라",NA,1
"85890","체결란에",NA,1
"85891","체결량좀봐",NA,1
"85892","체결바",NA,1
"85893","체계",NA,1
"85894","체력약화",NA,1
"85895","체리부",NA,1
"85896","체리필터",NA,1
"85897","체면",1,1
"85898","체면치레하",NA,1
"85899","체묵었으면",NA,1
"85900","체온",NA,1
"85901","체온계",NA,1
"85902","체육대회하",NA,1
"85903","체인링크",NA,1
"85904","체인점",NA,1
"85905","체인점맛",NA,1
"85906","체제시",NA,1
"85907","체중",NA,1
"85908","체중저",NA,1
"85909","체증",NA,1
"85910","체질",NA,1
"85911","체크요",NA,1
"85912","체크인",NA,1
"85913","체크중인",NA,1
"85914","체크체크",NA,1
"85915","체크포",NA,1
"85916","체크하세",NA,1
"85917","체크하시",NA,1
"85918","체크한",NA,1
"85919","체크합",NA,1
"85920","체크해보",NA,1
