"","word","polarity","n"
"1170","괜찮",NA,43
"1171","달려보",NA,43
"1172","답없",NA,43
"1173","더불다",NA,43
"1174","머선일이",NA,43
"1175","봅시",NA,43
"1176","분하",NA,43
"1177","불쌍한",-2,43
"1178","신호",NA,43
"1179","쌍봉",NA,43
"1180","쏘다",NA,43
"1181","안주",NA,43
"1182","않았",NA,43
"1183","약하다",-1,43
"1184","역사",NA,43
"1185","올리",NA,43
"1186","이름",NA,43
"1187","인정",1,43
"1188","조지다",NA,43
"1189","차트보",NA,43
"1190","탑승",NA,43
"1191","투매",NA,43
"1192","확정",NA,43
"1193","국정감사",NA,42
"1194","금리인상",-1,42
"1195","김범수는",NA,42
"1196","꼭대기",NA,42
"1197","놓다",NA,42
"1198","다니다",NA,42
"1199","단일",NA,42
"1200","대차잔고",NA,42
"1201","매국노",NA,42
"1202","몇번",NA,42
"1203","손들다",NA,42
"1204","시키",NA,42
"1205","아무렇다",NA,42
"1206","연기",-1,42
"1207","왜사",NA,42
"1208","월말",NA,42
"1209","은행",NA,42
"1210","임원들",NA,42
"1211","작전",NA,42
"1212","재료",NA,42
"1213","쩌억",NA,42
"1214","카카오페이지",NA,42
"1215","파란",NA,42
"1216","향하다",NA,42
"1217","가리다",NA,41
"1218","거래정지",NA,41
"1219","거리",NA,41
"1220","경영",NA,41
"1221","니들은",NA,41
"1222","대출",-1,41
"1223","대출",0,41
"1224","만큼",NA,41
"1225","매수대",NA,41
"1226","사이",NA,41
"1227","삼바",NA,41
"1228","상투",NA,41
"1229","세금",NA,41
"1230","숏커버링",NA,41
"1231","신기",NA,41
"1232","언텍트",NA,41
"1233","얼다",NA,41
"1234","오겠",NA,41
"1235","잘나다",NA,41
"1236","정권교체",NA,41
"1237","좌카오",NA,41
"1238","주민",NA,41
"1239","찌다",NA,41
"1240","찬티가",NA,41
"1241","최고가",NA,41
"1242","추가상장",NA,41
"1243","축하",1,41
"1244","축하",2,41
"1245","푸근",NA,41
"1246","강력",-1,40
"1247","그거",NA,40
"1248","기존",NA,40
"1249","깨졌",NA,40
"1250","년후",NA,40
"1251","돌파한",NA,40
"1252","멋지다",2,40
"1253","박스권",NA,40
"1254","반영",NA,40
"1255","배우다",1,40
"1256","사태",-1,40
"1257","서민들",NA,40
"1258","신뢰",1,40
"1259","악덕기업",NA,40
"1260","안심",1,40
"1261","액분하고",NA,40
"1262","액분하면",NA,40
"1263","언론",NA,40
"1264","예정",NA,40
"1265","원하다",0,40
"1266","웹툰",NA,40
"1267","잇다",NA,40
"1268","있었",NA,40
"1269","조언",NA,40
"1270","종토방에",NA,40
"1271","지겹다",-2,40
"1272","지하",NA,40
"1273","탈출해",NA,40
"1274","테마",NA,40
"1275","판단",NA,40
"1276","가족",NA,39
"1277","결정",NA,39
"1278","고가",NA,39
"1279","기간",NA,39
"1280","누군가",NA,39
"1281","더하다",1,39
"1282","디지털",NA,39
"1283","매물대",NA,39
"1284","메신저",NA,39
"1285","무증",NA,39
"1286","믿음",1,39
"1287","불과",NA,39
"1288","상생안",NA,39
"1289","상환",NA,39
"1290","수량",NA,39
"1291","순이익",NA,39
"1292","심각",NA,39
"1293","안사면",NA,39
"1294","에이",NA,39
"1295","역쉬",NA,39
"1296","영익",NA,39
"1297","오너",NA,39
"1298","올해안",NA,39
"1299","이익",2,39
"1300","이평",NA,39
"1301","조용",NA,39
"1302","지우다",NA,39
"1303","챙기다",NA,39
"1304","철수",-1,39
"1305","초보",NA,39
"1306","추세",NA,39
"1307","파동",NA,39
"1308","한국증시",NA,39
"1309","흑우없",NA,39
"1310","걱정다",NA,38
"1311","고고",NA,38
"1312","공모주",0,38
"1313","공짜",1,38
"1314","그렇",NA,38
"1315","깔다",NA,38
"1316","내용",NA,38
"1317","동안",NA,38
"1318","막차",-1,38
"1319","몇주",NA,38
"1320","무겁다",-1,38
"1321","범수가",NA,38
"1322","보시",NA,38
"1323","선거",NA,38
"1324","안타깝다",-2,38
"1325","안팔",NA,38
"1326","윤석열이",NA,38
"1327","이쁘다",2,38
"1328","이상한",-1,38
"1329","있겠",NA,38
"1330","잊다",NA,38
"1331","자사주매입",NA,38
"1332","장사",NA,38
"1333","저번",NA,38
"1334","정권바뀌면",NA,38
"1335","주식수",NA,38
"1336","직원들",NA,38
"1337","진행",NA,38
"1338","집다",NA,38
"1339","차리다",NA,38
"1340","차트상",NA,38
"1341","탈출기회",NA,38
"1342","한심",NA,38
"1343","할인",1,38
"1344","결과",NA,37
"1345","경험",NA,37
"1346","너희들",NA,37
"1347","대가",1,37
"1348","두번",NA,37
"1349","따다",NA,37
"1350","마감시황",NA,37
"1351","매도한",NA,37
"1352","명절",NA,37
"1353","몇년",NA,37
"1354","무덤",NA,37
"1355","무엇",NA,37
"1356","발악",NA,37
"1357","북한",NA,37
"1358","붕괴",-1,37
"1359","신다",NA,37
"1360","아쉽다",-1,37
"1361","안사",NA,37
"1362","유재석",NA,37
"1363","이래",NA,37
"1364","적당",NA,37
"1365","정상",1,37
"1366","주식투자",NA,37
"1367","출시",1,37
"1368","가는구",NA,36
"1369","구만원",NA,36
"1370","국민들",NA,36
"1371","기아차",NA,36
"1372","남자",NA,36
"1373","넘들",NA,36
"1374","대부분",NA,36
"1375","대피하",NA,36
"1376","들어갑니",NA,36
"1377","만개",NA,36
"1378","말해",NA,36
"1379","매수했",NA,36
"1380","멍청",NA,36
"1381","무너지",NA,36
"1382","미용실",NA,36
"1383","범수는",NA,36
"1384","생각나다",NA,36
"1385","수사",NA,36
"1386","순식간",NA,36
"1387","시장가",NA,36
"1388","시장조성자",NA,36
"1389","안사고",NA,36
"1390","애쓰다",-1,36
"1391","약탈기업",NA,36
"1392","언택트주",NA,36
"1393","옵션",NA,36
"1394","우상",NA,36
"1395","우크라이나",NA,36
"1396","월초",NA,36
"1397","은성수",NA,36
"1398","인하다",NA,36
"1399","임원",0,36
"1400","잘먹고",NA,36
"1401","장기적",NA,36
"1402","적폐",NA,36
"1403","전국",0,36
"1404","조심하세",NA,36
"1405","주식양도",NA,36
"1406","코스",NA,36
"1407","테이퍼링",NA,36
"1408","파는거",NA,36
"1409","할거",NA,36
"1410","공부",NA,35
"1411","구경",NA,35
"1412","구속",NA,35
"1413","기관외인",NA,35
"1414","나발",NA,35
"1415","떨어지겠",NA,35
"1416","라인",NA,35
"1417","매수금",NA,35
"1418","버리",NA,35
"1419","본인",NA,35
"1420","불장",NA,35
"1421","상반기",0,35
"1422","신천지",NA,35
"1423","안착",NA,35
"1424","언택",NA,35
"1425","오전장",NA,35
"1426","원대",NA,35
"1427","있는거",NA,35
"1428","잘봐",NA,35
"1429","재앙",-2,35
"1430","전화",NA,35
"1431","지능",NA,35
"1432","참여",1,35
"1433","카카오주가",NA,35
"1434","카카오코",NA,35
"1435","테마주",NA,35
"1436","한국은",NA,35
"1437","행복",1,35
"1438","행복",2,35
"1439","흐르",NA,35
"1440","갈거",NA,34
"1441","구하다",NA,34
"1442","궁금해서",NA,34
"1443","기업가치",0,34
"1444","나스",NA,34
"1445","넘치다",NA,34
"1446","네이버에",NA,34
"1447","되는거",NA,34
"1448","드리다",NA,34
"1449","리포트",NA,34
"1450","말씀",NA,34
"1451","머선",NA,34
"1452","미국증시",NA,34
"1453","밀리다",NA,34
"1454","보험",NA,34
"1455","분할상장",NA,34
"1456","불타다",NA,34
"1457","비슷",NA,34
"1458","사장",NA,34
"1459","솔까",NA,34
"1460","순매",NA,34
"1461","아싸",NA,34
"1462","어렵",NA,34
"1463","엔씨소프트",NA,34
"1464","오빠",NA,34
"1465","의견",NA,34
"1466","이런거",NA,34
"1467","인버스",NA,34
"1468","장난치",NA,34
"1469","재밌",NA,34
"1470","전군",NA,34
"1471","전문가들",NA,34
"1472","제재",-1,34
"1473","조작",NA,34
"1474","폭발",NA,34
"1475","한국인",NA,34
"1476","헤다",NA,34
"1477","호들갑",NA,34
"1478","확실",NA,34
"1479","개선",1,33
"1480","개선",2,33
"1481","개카",NA,33
"1482","공매들",NA,33
"1483","구조",NA,33
"1484","낮다",NA,33
"1485","내돈",NA,33
"1486","년차다",NA,33
"1487","단기간",NA,33
"1488","대형",NA,33
"1489","동네",NA,33
"1490","동참합",NA,33
"1491","둘다",NA,33
"1492","매물벽",NA,33
"1493","사람입니",NA,33
"1494","사회",NA,33
"1495","서울",NA,33
"1496","수다",NA,33
"1497","시다",NA,33
"1498","쏟다",NA,33
"1499","어케",NA,33
"1500","영차",NA,33
"1501","오늘부",NA,33
"1502","옵션만기일",NA,33
"1503","우짜",NA,33
"1504","유대금융자본",NA,33
"1505","자식",NA,33
"1506","재다",NA,33
"1507","전체",NA,33
"1508","주린이들아",NA,33
"1509","지지선",NA,33
"1510","짜증나다",-1,33
"1511","처분",NA,33
"1512","폭탄돌리기",NA,33
"1513","하시",NA,33
"1514","헛소리",-1,33
"1515","현대",NA,33
"1516","같습니",NA,32
"1517","개다",NA,32
"1518","개미꼬시기",NA,32
"1519","개미무덤",NA,32
"1520","갭하락",NA,32
"1521","검열",-1,32
"1522","고지",NA,32
"1523","공매치",NA,32
"1524","굴다",NA,32
"1525","기울다",NA,32
"1526","년뒤",NA,32
"1527","놓치다",-1,32
"1528","던졌",NA,32
"1529","도망치다",NA,32
"1530","동참다",NA,32
"1531","동학",NA,32
"1532","드럽게",NA,32
"1533","들어왔습니",NA,32
"1534","리스크",-1,32
"1535","마누라",NA,32
"1536","만원간다",NA,32
"1537","맙시",NA,32
"1538","매수타",NA,32
"1539","메타",NA,32
"1540","멜론",NA,32
"1541","며칠",NA,32
"1542","뭔지",NA,32
"1543","본사",NA,32
"1544","불법",-2,32
"1545","불법",-1,32
"1546","상관",NA,32
"1547","상장전",NA,32
"1548","새끼들",NA,32
"1549","새벽",NA,32
"1550","실패",-1,32
"1551","악덕",NA,32
"1552","안오르",NA,32
"1553","언능",NA,32
"1554","오를거",NA,32
"1555","오를땐",NA,32
"1556","오릅니",NA,32
"1557","오징어",NA,32
"1558","이것들",NA,32
"1559","이쯤",NA,32
"1560","입장",NA,32
"1561","재입",NA,32
"1562","주린이입니",NA,32
"1563","주식하는",NA,32
"1564","직전",-1,32
"1565","털렸",NA,32
"1566","투자한",NA,32
"1567","포인트",NA,32
"1568","하락세",NA,32
"1569","하한가",NA,32
"1570","한동안",NA,32
"1571","헝다",NA,32
"1572","현실",NA,32
"1573","개돼지들",NA,31
"1574","개판",NA,31
"1575","것들",NA,31
"1576","계획",NA,31
"1577","구매",NA,31
"1578","국민연금",NA,31
"1579","기대감",NA,31
"1580","김건희",NA,31
"1581","다하다",NA,31
"1582","대차",NA,31
"1583","대책",NA,31
"1584","도움",1,31
"1585","망다",NA,31
"1586","매다",NA,31
"1587","매수다",NA,31
"1588","바랍니",NA,31
"1589","부탁",NA,31
"1590","빅히트",NA,31
"1591","사고싶",NA,31
"1592","사용",NA,31
"1593","상생",1,31
"1594","선택",NA,31
"1595","쌍바닥",NA,31
"1596","알아봤",NA,31
"1597","여당",NA,31
"1598","연봉",0,31
"1599","영업익",1,31
"1600","운동",NA,31
"1601","위선자",NA,31
"1602","유튜버",NA,31
"1603","이가격",NA,31
"1604","장투하",NA,31
"1605","정신차",NA,31
"1606","제시합니",NA,31
"1607","주민입니",NA,31
"1608","지르다",NA,31
"1609","지지율",NA,31
"1610","지치다",NA,31
"1611","쫄보",NA,31
"1612","찌라시",NA,31
"1613","체결강도",NA,31
"1614","큰손",0,31
"1615","파산",NA,31
"1616","하루만",NA,31
"1617","한국판",NA,31
"1618","한테",NA,31
"1619","감다",NA,30
"1620","기세",NA,30
"1621","낙폭",NA,30
"1622","네이버한테",NA,30
"1623","독과점",0,30
"1624","되었",NA,30
"1625","매수타이밍",NA,30
"1626","머하",NA,30
"1627","문상",NA,30
"1628","번째",NA,30
"1629","부족",-1,30
"1630","불나방",NA,30
"1631","세계적",NA,30
"1632","손가락",NA,30
"1633","솔직",NA,30
"1634","실리다",NA,30
"1635","아가뤼",NA,30
"1636","아쉽",NA,30
"1637","안오",NA,30
"1638","안좋",NA,30
"1639","앞두다",NA,30
"1640","양도소득세",NA,30
"1641","언제쯤",NA,30
"1642","영두야",NA,30
"1643","유다",NA,30
"1644","이격",NA,30
"1645","이럴",NA,30
"1646","재난지원금",NA,30
"1647","지분율",NA,30
"1648","지속",NA,30
"1649","쫄보들",NA,30
"1650","체결",1,30
"1651","축하드리다",NA,30
"1652","텐센트",NA,30
"1653","토론",NA,30
"1654","홍콩",NA,30
"1655","강남",NA,29
"1656","개돼지",NA,29
"1657","공통",NA,29
"1658","국민주식",NA,29
"1659","국회",NA,29
"1660","그날",NA,29
"1661","그림",NA,29
"1662","금감원",-1,29
"1663","급등주",NA,29
"1664","나락가",NA,29
"1665","냄새",NA,29
"1666","논란",-1,29
"1667","두거",NA,29
"1668","두달",NA,29
"1669","무료",NA,29
"1670","문자",NA,29
"1671","발표해",NA,29
"1672","보겠",NA,29
"1673","본격적",NA,29
"1674","블랙록",NA,29
"1675","블럭딜",NA,29
"1676","빨간불이",NA,29
"1677","사건",NA,29
"1678","상가",NA,29
"1679","상방",NA,29
"1680","손절치",NA,29
"1681","손절한",NA,29
"1682","수출",NA,29
"1683","시나리",NA,29
"1684","시바",NA,29
"1685","시발",NA,29
"1686","안티글",NA,29
"1687","안해",-1,29
"1688","어떡하다",NA,29
"1689","열받다",-2,29
"1690","옮기다",NA,29
"1691","이베이코리아",NA,29
"1692","이탈",-1,29
"1693","장막판",NA,29
"1694","재수",NA,29
"1695","주린이가",NA,29
"1696","진정",NA,29
"1697","찍었",NA,29
"1698","찬스",1,29
"1699","출발합니",NA,29
"1700","카카오주주들",NA,29
"1701","폭포",NA,29
"1702","한심한",-1,29
"1703","해보",NA,29
"1704","효과",NA,29
"1705","개떡",NA,28
"1706","거래소",NA,28
"1707","경우",NA,28
"1708","경축",NA,28
"1709","과하다",-1,28
"1710","그리다",NA,28
"1711","기관들이",NA,28
"1712","대상",1,28
"1713","데이터",NA,28
"1714","도박",NA,28
"1715","떨어지는거",NA,28
"1716","모자라다",-1,28
"1717","무지성",NA,28
"1718","물린사람",NA,28
"1719","반등한",NA,28
"1720","부정선거",-1,28
"1721","블록",NA,28
"1722","상승장",NA,28
"1723","상승한",NA,28
"1724","소문",NA,28
"1725","손해보다",NA,28
"1726","승인",NA,28
"1727","신풍제약",NA,28
"1728","알짜",1,28
"1729","얼릉",NA,28
"1730","에스엠",NA,28
"1731","오예",NA,28
"1732","완료",NA,28
"1733","우습다",-1,28
"1734","윗꼬리",NA,28
"1735","유영두가",NA,28
"1736","유지",NA,28
"1737","인터파크",NA,28
"1738","입성한",NA,28
"1739","잘가라",NA,28
"1740","장세",NA,28
"1741","존경",1,28
"1742","주목",1,28
"1743","지들",NA,28
"1744","직장",0,28
"1745","쫄아서",NA,28
"1746","축하합니",NA,28
"1747","카카오그룹",NA,28
"1748","하향",NA,28
"1749","한번더",NA,28
"1750","핵심",1,28
"1751","행님들",NA,28
"1752","화요일",NA,28
"1753","흑두루미",NA,28
"1754","개장",NA,27
"1755","거지들",NA,27
"1756","견디다",NA,27
"1757","공매도폐지",NA,27
"1758","공매충",NA,27
"1759","공인인증서",NA,27
"1760","낳다",NA,27
"1761","넘었",NA,27
"1762","넷플릭스",NA,27
"1763","노리다",NA,27
"1764","놔두다",NA,27
"1765","단톡방",NA,27
"1766","달성",NA,27
"1767","대깨문들",NA,27
"1768","도배",NA,27
"1769","따지다",NA,27
"1770","리딩",NA,27
"1771","마무",NA,27
"1772","매각",-1,27
"1773","멸치",NA,27
"1774","모양",0,27
"1775","묵다",NA,27
"1776","묻지마",-1,27
"1777","박살나다",NA,27
"1778","받치다",NA,27
"1779","벌리다",NA,27
"1780","복구",1,27
"1781","분노",-2,27
"1782","분노",-1,27
"1783","분할매",NA,27
"1784","사실상",NA,27
"1785","산사람",NA,27
"1786","상향",NA,27
"1787","손절해",NA,27
"1788","수요일",NA,27
"1789","심리",NA,27
"1790","쌓이다",NA,27
"1791","아무것",NA,27
"1792","어떤가",NA,27
"1793","열려있",NA,27
"1794","영업",NA,27
"1795","외국계",NA,27
"1796","월요",NA,27
"1797","월요일날",NA,27
"1798","이때",NA,27
"1799","이사",NA,27
"1800","이용",NA,27
"1801","자랑",NA,27
"1802","자체",NA,27
"1803","잘되다",2,27
"1804","잡았",NA,27
"1805","저주",-2,27
"1806","종목중",NA,27
"1807","주간",NA,27
"1808","주구장창",NA,27
"1809","즐겁다",2,27
"1810","지정",NA,27
"1811","집중",1,27
"1812","착각",NA,27
"1813","찾습니",NA,27
"1814","출신",NA,27
"1815","충분",NA,27
"1816","코인이",NA,27
"1817","큰손들",NA,27
"1818","토하다",-1,27
"1819","틀리다",-1,27
"1820","한계",-1,27
"1821","후보",NA,27
"1822","희대",NA,27
"1823","가능한",NA,26
"1824","공매도들",NA,26
"1825","공산주의",NA,26
"1826","광기",NA,26
"1827","금욜",NA,26
"1828","급증",1,26
"1829","나갑니",NA,26
"1830","넘어서다",NA,26
"1831","누가봐도",NA,26
"1832","두렵다",-2,26
"1833","들리다",NA,26
"1834","들아",NA,26
"1835","딱봐도",NA,26
"1836","만원오",NA,26
"1837","많이들",NA,26
"1838","며칠전",NA,26
"1839","무조",NA,26
"1840","배다",NA,26
"1841","불쌍",NA,26
"1842","블록체인",0,26
"1843","빠지겠",NA,26
"1844","사모",2,26
"1845","성지글",NA,26
"1846","세우다",1,26
"1847","손잡고",NA,26
"1848","숏커버",NA,26
"1849","신났",NA,26
"1850","실현",NA,26
"1851","아시",NA,26
"1852","악질",NA,26
"1853","안산",NA,26
"1854","안팔고",NA,26
"1855","애초",NA,26
"1856","앵두형님",NA,26
"1857","없겠",NA,26
"1858","열차",NA,26
"1859","영상",NA,26
"1860","예언",NA,26
"1861","윤석렬",NA,26
"1862","이딴",NA,26
"1863","이재",NA,26
"1864","작다",NA,26
"1865","절다",-1,26
"1866","정지",-1,26
"1867","주담",NA,26
"1868","주주들이",NA,26
"1869","증시버블",NA,26
"1870","지금사면",NA,26
"1871","짜르다",NA,26
"1872","차전지",NA,26
"1873","카뱅이",NA,26
"1874","텔레콤",NA,26
"1875","틀다",NA,26
"1876","팔리다",NA,26
"1877","편안",2,26
"1878","해소",1,26
"1879","가상화폐",NA,25
"1880","강제",-1,25
"1881","개소리",NA,25
"1882","거짓말",-2,25
"1883","검찰",NA,25
"1884","경쟁",-1,25
"1885","공약",NA,25
"1886","그룹",NA,25
"1887","깔끔하게",2,25
"1888","깨지겠",NA,25
"1889","꼬리",NA,25
"1890","남기다",NA,25
"1891","내말",NA,25
"1892","노래",NA,25
"1893","더내다",NA,25
"1894","데리다",NA,25
"1895","든든",NA,25
"1896","만까",NA,25
"1897","만오",NA,25
"1898","만원대가",NA,25
"1899","매수해도",NA,25
"1900","묵히다",NA,25
"1901","빨아먹는",NA,25
"1902","살아있",NA,25
"1903","상승세",1,25
"1904","상위",2,25
"1905","설명",NA,25
"1906","소액주주",NA,25
"1907","순매도",NA,25
"1908","실망",-2,25
"1909","쌓다",NA,25
"1910","아니",NA,25
"1911","아씨",NA,25
"1912","안올",NA,25
"1913","안좋은",NA,25
"1914","알리바바",NA,25
"1915","얼마전",NA,25
"1916","에라이",NA,25
"1917","엔솔",NA,25
"1918","여름",NA,25
"1919","예약",NA,25
"1920","올라갑니",NA,25
"1921","우려",-1,25
"1922","이가격에",NA,25
"1923","이득",2,25
"1924","이런날",NA,25
